Symbol ,Series ,LTP ,%chng ,Mkt Cap (₹ Crores),Volume (Lakhs),Value (₹ Crores)
DCAL,EQ,200.4,-4.72,3141.93,3.38,6.84
NORTHARC,EQ,255.05,-0.58,4120.89,2.68,6.84
HPL,EQ,316,-1.83,2031.9,2.18,6.82
KANSAINER,EQ,214.25,-1.86,17322.56,3.17,6.8
SETL,EQ,122.06,2.09,2435,5.5,6.8
GRINDWELL,EQ,1635,-2.03,18102.72,0.41,6.78
GALLANTT,EQ,588,-1.55,14187.32,1.14,6.73
STYLAMIND,EQ,2207,0.4,3740.44,0.3,6.73
EIDPARRY,EQ,884,-0.8,15723.95,0.76,6.72
FISCHER,EQ,44.14,5,2862.55,15.34,6.68
BALRAMCHIN,EQ,441.5,-1.15,8916.11,1.5,6.67
ACMESOLAR,EQ,221.95,-2.19,13449.54,2.93,6.54
MOREPENLAB,EQ,36.73,-3.29,2012.63,17.81,6.53
VIMTALABS,EQ,425,-1.14,1897,1.54,6.51
CCAVENUE,EQ,16.81,-1.29,5844.91,38.51,6.51
LIQUIDETF,EQ,1000.01,0,339.56,0.65,6.51
MAFANG,EQ,157.16,-2.42,3886.62,4.13,6.49
BASF,EQ,3636,-3.14,15738.66,0.18,6.47
BAJEL,EQ,163.1,-4.26,1886.84,3.9,6.43
JUNIPER,EQ,244.5,0.97,5440.18,2.61,6.4
BANCOINDIA,EQ,623.3,-1.87,8915.51,1.02,6.38
SANGHVIMOV,EQ,321.05,-1.95,2779.52,1.99,6.38
AEQUS,EQ,140,0.16,9389.32,4.52,6.37
BOMDYEING,EQ,119.95,-1.27,2477.39,5.34,6.36
DIACABS,EQ,125,0.2,6587.14,5.1,6.35
EPACKPEB,EQ,210,0.5,2109.49,3.05,6.35
INDIACEM,EQ,452,-0.02,14007.35,1.41,6.34
CARYSIL,EQ,927,-1.39,2636.63,0.67,6.29
AZAD,EQ,1491,-0.55,9629.14,0.42,6.29
SHANKARA,EQ,111.15,6.51,269.53,5.71,6.27
VIJAYA,EQ,963,-0.87,9892.41,0.65,6.27
NIFTY1,EQ,282.71,-0.16,3201.75,2.2,6.23
HGINFRA,EQ,644.1,-0.66,4197.67,0.96,6.17
PROTEAN,EQ,625,0.25,2538.55,1,6.14
GARUDA,EQ,167.35,-2.09,1557.05,3.68,6.13
IDEAFORGE,EQ,427.5,0.6,1849.71,1.44,6.12
DOMS,EQ,2424,-2.03,14710.73,0.25,6.1
RBA,EQ,64.1,-0.31,3735.41,9.46,6.07
HNGSNGBEES,EQ,539.6,-0.7,1272.74,1.12,6.06
VRLLOG,EQ,285.95,2.34,5002.32,2.14,6.06
ENCOMPAS,SM,232.1,-5.94,329.2,2.65,6.04
VINYAS,SM,1050,-0.54,1321.4,0.57,6.03
FINOPB,EQ,233,0.46,1938.99,2.58,6.03
TBZ,EQ,161.35,2.65,1076.7,3.77,6
SHAREINDIA,EQ,147.51,-1.81,3208.23,4.05,5.99
KROSS,EQ,205.4,-3.31,1325.02,2.88,5.98
CENTENKA,EQ,467,1.72,1020.42,1.23,5.96
ZYDUSWELL,EQ,386.5,-1.52,12296.91,1.53,5.95
BATAINDIA,EQ,848.5,-0.36,10905.56,0.7,5.93
REFEX,EQ,227.14,-2.4,3114.76,2.59,5.9
BCG,EQ,10.68,-2.11,2155.14,55.35,5.88
RENUKA,EQ,24.53,-1.09,5221.19,23.81,5.86
CAPILLARY,EQ,605.55,-0.99,4802.72,0.96,5.86
PRINCEPIPE,EQ,262,-0.04,2896.7,2.26,5.85
SKIPPER,EQ,386,-0.8,4358.09,1.5,5.8
TTML,EQ,43.51,-1,8505.89,13.36,5.79
GOKULAGRO,EQ,161.81,-2.56,4774.8,3.59,5.78
DAMCAPITAL,EQ,167.9,-1.36,1186.82,3.47,5.78
FINPIPE,EQ,171.81,-1.65,10660.41,3.33,5.74
PREMEXPLN,EQ,471.35,-2.23,2534.03,1.2,5.71
GLOBUSSPR,EQ,934.5,-0.61,2707.45,0.61,5.7
KRYSTAL,EQ,604.9,-0.49,845.16,0.93,5.69
RAMCOCEM,EQ,1160.7,-0.06,27426.46,0.49,5.68
CMSINFO,EQ,325.55,0.22,5354.4,1.75,5.68
ALLCARGO,EQ,10.16,-4.96,1521.74,55.13,5.66
ACCELYA,EQ,1274.5,-3.47,1902.35,0.44,5.64
SDBL,EQ,86.2,-3.12,1683.28,6.54,5.64
ZFCVINDIA,EQ,14723,-2.6,27925.97,0.04,5.61
CAPINVIT,IV,74.08,0.14,3641.42,7.58,5.6
ITETF,EQ,37.46,-1.5,141.99,15.01,5.59
THELEELA,EQ,432,-0.88,14426.98,1.3,5.58
ALOKINDS,EQ,15.92,-1.55,7904.66,34.87,5.55
ALKYLAMINE,EQ,1546.7,-0.5,7910.45,0.36,5.54
PENIND,EQ,177.2,0.58,2391.25,3.11,5.53
SGBFEB32IV,GB,17770,-1.52,22722.18,0.03,5.52
SMSPHARMA,EQ,317.5,-0.92,2973.45,1.71,5.5
QUADFUTURE,EQ,289.7,-2.03,1158.8,1.89,5.5
JARO,EQ,474,-2,1050.21,1.14,5.5
DCXINDIA,EQ,165.9,-1.08,1847.9,3.31,5.47
SUPRIYA,EQ,670,0.16,5392.35,0.82,5.47
ORISSAMINE,EQ,4375,-2.88,2625,0.12,5.46
LOYALTEX,EQ,312.83,16.68,150.67,1.8,5.46
MASFIN,EQ,325,3.65,5897.23,1.7,5.46
INDIGOPNTS,EQ,1005,-0.64,4791.4,0.54,5.45
IRBINVIT,IV,61.97,0.13,7942.08,8.75,5.43
VESUVIUS,EQ,509,4.15,10330.7,1.08,5.42
TEGA,EQ,1794.2,-0.9,13479.41,0.3,5.42
KSCL,EQ,895,0.17,4603.8,0.61,5.36
ZOTA,EQ,1283,-0.79,4333.19,0.42,5.36
EVEREADY,EQ,343,-0.69,2493.17,1.56,5.34
MANYAVAR,EQ,470.95,0.17,11442.82,1.14,5.32
PRECWIRE,EQ,243.6,-1.85,4453.2,2.15,5.29
SPARC,EQ,139.2,-0.75,4517.04,3.83,5.28
JYOTISTRUC,EQ,9.99,-2.54,1192.47,52.77,5.27
RAJRATAN,EQ,462,0.27,2345.62,1.14,5.27
JYOTHYLAB,EQ,244.5,0.25,8978.39,2.17,5.26
ATLANTAELE,EQ,817.5,1.23,6286.3,0.64,5.19
NGLFINE,EQ,2160,-4.85,1334.45,0.24,5.15
ANUP,EQ,1927.2,1.41,3860.46,0.27,5.15
GHCL,EQ,512,0.6,4707.03,1,5.13
BECTORFOOD,EQ,221.15,-0.35,6789.1,2.32,5.12
SAREGAMA,EQ,328,-1.65,6324.15,1.56,5.11
GANDHAR,EQ,150.05,-1.46,1468.68,3.42,5.09
WANBURY,EQ,243.5,-6.51,849.62,2.03,5.07
REPCOHOME,EQ,402,-0.89,2514.97,1.25,5.05
HUHTAMAKI,EQ,185,1.84,1397.16,2.76,5.04
KALAMANDIR,EQ,116.16,-0.53,1781.5,4.38,5.02
BAJAJHIND,EQ,16.15,-1.16,2062.94,31.22,5.02
MAPMYINDIA,EQ,1254,-0.81,6862.1,0.4,5.01
JNKINDIA,EQ,244.5,2.41,1368.07,2.1,4.99
ELIN,EQ,160.1,1.2,795.04,3.06,4.99
FCL,EQ,22.84,-1.59,2616.9,21.64,4.95
ISGEC,EQ,770,-4.19,5661.77,0.64,4.94
ROUTE,EQ,576.2,-0.69,3630.24,0.86,4.93
JUSTDIAL,EQ,669.3,-0.74,5692.04,0.73,4.93
DELTACORP,EQ,65.8,1.23,1761.93,7.6,4.92
UNIMECH,EQ,958,0.65,4872.09,0.52,4.87
EASEMYTRIP,EQ,6.64,0.15,2414.87,72.48,4.83
GOLDBND,EQ,148.3,-1.46,10.54,3.18,4.8
UNIVCABLES,EQ,752,-1.04,2609.09,0.64,4.78
CRIZAC,EQ,236.5,0.17,4138.34,2.03,4.72
VIPIND,EQ,380,-1.59,5397.95,1.23,4.72
KPEL,EQ,319.7,0.52,2139.02,1.5,4.72
BHARATSE,EQ,166.5,-1.16,1045.62,2.76,4.7
JAICORPLTD,EQ,112.5,-1.61,1974.43,4.19,4.68
ARVINDFASN,EQ,485,-0.93,6481.06,0.97,4.68
INDOTHAI,EQ,255.42,-0.71,3190.79,1.83,4.67
LEMERITE,EQ,464.9,0.36,1163.81,1,4.64
TIPSMUSIC,EQ,558.8,0.13,7143.23,0.82,4.6
HITECH,EQ,80.9,-0.25,1643.14,5.69,4.57
INDIASHLTR,EQ,785.1,0.22,8529.67,0.58,4.55
SOLARWORLD,EQ,219,-1.47,1898.13,2.04,4.52
AHLUCONT,EQ,858,-1.22,5747.53,0.53,4.51
JAYBARMARU,EQ,86.25,-3.32,933.66,5.11,4.49
PFIZER,EQ,4601,-2.05,21048.53,0.1,4.48
NIVABUPA,EQ,77.59,0.38,14332.41,5.76,4.48
SHANTIGOLD,EQ,203,0.51,1463.55,2.21,4.48
ATALREAL,EQ,27,-2.24,299.74,16.28,4.44
MOSMALL250,EQ,15.89,-0.81,158.58,27.19,4.41
ASTEC,EQ,646,-1.8,1439.4,0.69,4.41
SCODATUBES,EQ,132.5,-6.74,793.79,3.31,4.4
AFCONS,EQ,330.5,-2.35,12155.28,1.32,4.39
COSMOFIRST,EQ,620,-1.63,1627.48,0.71,4.39
SNOWMAN,EQ,43.49,2.4,726.67,10.24,4.37
LGBBROSLTD,EQ,1893.1,1,6037.55,0.24,4.37
QUESS,EQ,209.51,-2.12,3125.95,2.08,4.35
MODISONLTD,EQ,158.49,5.88,514.3,2.82,4.35
EPIGRAL,EQ,992,-1.1,4279.62,0.44,4.33
AWHCL,EQ,512.75,-1.12,1455.29,0.84,4.31
SOLEX,EQ,1001,7.99,1081.33,0.43,4.21
GNFC,EQ,464.95,-0.18,6832.01,0.91,4.21
ARTEMISMED,EQ,218.4,1.04,3456.7,1.94,4.21
KIRLPNU,EQ,1159.2,0.79,7527.8,0.36,4.19
PRAKASH,EQ,129.9,-0.11,2326.27,3.22,4.18
UNITECH,EQ,5.13,1.99,1341.31,82.61,4.16
MEDIASSIST,EQ,406.8,-0.39,3028.94,1.03,4.16
KRISHANA,EQ,493,3.09,3048.1,0.86,4.16
NEPHROPLUS,EQ,527,1.36,5287.96,0.78,4.16
EFCIL,EQ,276.3,3.39,3793.14,1.52,4.14
AONEGOLD,EQ,14,-1.69,82.21,29.51,4.13
INDOFARM,EQ,145.25,-6.19,697.95,2.75,4.13
HAPPYFORGE,EQ,1103,-1.92,10404.37,0.37,4.11
MOVALUE,EQ,122.5,0.32,129.32,3.37,4.11
PNCINFRA,EQ,229.1,-1.47,5877.31,1.79,4.1
RTNINDIA,EQ,36.35,-1.38,5024.55,11.34,4.09
PITTIENG,EQ,862.9,-4.14,3249.13,0.47,4.09
KIOCL,EQ,351.85,-2.39,21383.72,1.16,4.09
RPTECH,EQ,384.7,0.44,2535.16,1.08,4.09
BIKAJI,EQ,650.9,-0.42,16311.08,0.63,4.09
MOREALTY,EQ,82.2,0.46,285.48,4.98,4.07
TINNARUBR,EQ,696,0.02,1253.9,0.57,4.07
HONASA,EQ,285,1.42,9273.04,1.43,4.04
NIBE,EQ,1020,0.79,1479.13,0.4,4.02
BIRLACORPN,EQ,1075,-0.52,8278.07,0.37,4.02
ENTERO,EQ,1143.7,1.02,4976.35,0.36,4.02
RATNAMANI,EQ,1975,-2.81,13843.17,0.2,4
NRBBEARING,EQ,275,0.11,2665.37,1.46,4
SAKAR,EQ,440,1.21,979,0.92,3.97
KRT,RR,123.6,1.8,54809.18,3.23,3.97
DBL,EQ,452.1,-1.55,7344.13,0.87,3.95
ASTRAZEN,EQ,8557.5,-0.74,21393.75,0.05,3.93
ENERGY,EQ,36.36,0.28,148.75,10.77,3.91
NFL,EQ,78.37,-1.32,3844.66,4.96,3.9
TAKE,BE,43.64,4.78,645.58,9.05,3.88
AARTIDRUGS,EQ,375,0.03,3422.63,1.03,3.87
MAHSEAMLES,EQ,524,-0.64,7021.56,0.73,3.87
ORIENTCEM,EQ,162.49,-0.48,3338.52,2.39,3.85
SILVER360,EQ,229.84,-5.24,50.25,1.66,3.85
SGBDE31III,GB,16150,-2.79,19552.49,0.02,3.85
CHALET,EQ,845,-0.79,18501.6,0.45,3.83
JSWHL,EQ,17602,0.62,19537.56,0.02,3.83
CONSOFINVT,EQ,215.1,10.14,695.34,1.78,3.79
NILKAMAL,EQ,1439.8,-2.41,2148.55,0.25,3.77
SHREDIGCEM,EQ,71.69,-5.15,1060.07,5.14,3.76
PICCADIL,EQ,589.95,2.23,5810.87,0.65,3.75
ALGOQUANT,EQ,58.65,-3.04,1648.63,6.29,3.73
MSTCLTD,EQ,459.8,-0.48,3236.99,0.81,3.72
DIFFNKG,EQ,250,-0.61,935.66,1.51,3.72
BUILDPRO,EQ,800,-3.53,1939.95,0.45,3.72
SGBAUG28V,GB,15359.98,-1.91,9753.25,0.02,3.71
63MOONS,EQ,630,-2.15,2902.95,0.58,3.7
C2C,SM,351,-6.56,595.59,1.03,3.7
MUFIN,EQ,114,-0.15,1974.84,3.24,3.69
CELLO,EQ,503.1,-0.68,11112.73,0.73,3.68
ALPHA,EQ,47.75,1.49,735.96,7.72,3.65
ERIS,EQ,1430.7,1.24,19488.55,0.26,3.64
MIDCAPETF,EQ,22.33,0.09,1433.85,16.37,3.64
VPRPL,EQ,46.7,-2.32,582.09,7.74,3.63
UNICHEMLAB,EQ,399,-7.16,2809.19,0.89,3.62
754GS2036,GS,106.68,0.14,158953.2,3.4,3.62
DIGITIDE,EQ,112.89,1.45,1681.49,3.19,3.61
BALAJITELE,EQ,89.06,-2.45,1084.17,3.97,3.6
SPAL,EQ,708.9,-2.41,1778.81,0.51,3.58
DALMIASUG,EQ,285.35,-1.48,2309.6,1.23,3.57
SANOFI,EQ,3997,-0.3,9205.34,0.09,3.54
UFBL,EQ,253.1,4.46,989.28,1.43,3.52
PSPPROJECT,EQ,772,0.31,3060.35,0.45,3.52
SULA,EQ,187.99,0.98,1587.52,1.89,3.52
SAKSOFT,EQ,162.5,-2.38,2153.96,2.17,3.52
STYRENIX,EQ,1893.6,-0.86,3330.01,0.19,3.51
GODREJAGRO,EQ,555.5,0.32,10683.88,0.64,3.5
SUNTECK,EQ,409,-0.09,5991.4,0.85,3.47
RAMASTEEL,EQ,7.8,0.26,1275.69,44.32,3.45
MAHLOG,EQ,362.9,-0.12,3600.78,0.96,3.44
CENTURYPLY,EQ,803,2.2,17840.49,0.43,3.44
PARKHOTELS,EQ,125.2,0.13,2671.45,2.71,3.44
LGHL,EQ,307,1.47,1537.84,1.12,3.43
RAJOOENG,EQ,63.66,-2.78,1137.45,5.29,3.42
AJAXENGG,EQ,501.95,0.64,5742.65,0.69,3.42
SUNDRMFAST,EQ,931,0.7,19562.95,0.37,3.42
DEEDEV,EQ,212.7,1.73,1473.23,1.61,3.39
MANGLMCEM,EQ,784.9,0.65,2158.26,0.43,3.38
MOGOLD,EQ,149.5,-2.29,1638.36,2.27,3.38
TAJGVK,EQ,359.4,-2.79,2253.49,0.93,3.36
NEXT50IETF,EQ,72.47,0,2128.56,4.65,3.36
GMMPFAUDLR,EQ,991.7,-1.09,4458.41,0.34,3.33
IMAGICAA,EQ,48.36,-1.99,2736.51,6.84,3.31
DCW,EQ,48.15,-0.35,1421.17,6.87,3.3
MINDSPACE,RR,494.5,0.89,32060.56,0.67,3.3
RML,EQ,837.9,-0.18,2315.72,0.4,3.29
SPMLINFRA,EQ,179.47,-1.35,1296.7,1.83,3.27
HARIOMPIPE,EQ,415,1.79,1285.14,0.8,3.26
MOTISONS,EQ,13.89,11.75,1367.41,24.84,3.26
IFBAGRO,EQ,985,-5,922.66,0.33,3.24
DHANUKA,EQ,1056,-1.16,4760.27,0.31,3.23
ONEPOINT,EQ,49,-1.15,1288.31,6.57,3.22
SANDESH,EQ,1050,1.95,794.79,0.29,3.21
NELCO,EQ,630,-2.62,1437.56,0.51,3.21
EMSLIMITED,EQ,364.85,-3.67,2026.04,0.87,3.21
AUTOBEES,EQ,282,-0.49,400.51,1.13,3.19
SHARDAMOTR,EQ,885,-1.57,5080.58,0.36,3.17
SAHANA,SM,931,4.66,822.73,0.34,3.15
NOCIL,EQ,142.55,0.43,2380.94,2.2,3.15
MAITHANALL,EQ,1021,-0.43,2972.29,0.31,3.14
ELLEN,EQ,255,0.29,3593.86,1.25,3.14
BBL,EQ,2855,-0.21,3227.04,0.11,3.14
KABRAEXTRU,EQ,261,2.29,912.79,1.21,3.13
MODIS,EQ,326,-1.08,638.67,0.94,3.11
PNBGILTS,EQ,79.87,-0.6,1437.74,3.85,3.1
SUVEN,EQ,159.65,-3.32,3631.63,1.93,3.08
KSL,EQ,760.8,-2.54,3321.12,0.41,3.08
GALAPREC,EQ,778.6,1.79,992.74,0.39,3.06
MEDPLUS,EQ,864.1,0.11,10353.87,0.35,3.06
BLSE,EQ,165.9,-4.9,1507.31,1.84,3.06
TWCGOLDETF,EQ,149,-1.36,14.68,2.05,3.05
TEMBO,EQ,570.65,-0.86,882.63,0.53,3.04
DELPHIFX,EQ,225.18,-0.83,368.2,1.34,3.04
GROWWDEFNC,EQ,77.49,-0.95,274.58,3.89,3.01
WHEELS,EQ,857,-2.3,2093.91,0.35,3.01
TVSSCS,EQ,100.52,-1.26,4434.74,2.97,2.99
IBULLSLTD,EQ,10.6,0.28,2463.85,28.11,2.98
GOLD360,EQ,146.1,0.34,138.48,2.03,2.96
RGL,EQ,117.5,-0.58,1261.07,2.5,2.96
SIS,EQ,341.15,-0.74,4818.17,0.86,2.95
MUKKA,EQ,24.55,4.78,736.5,12.17,2.94
MAHSCOOTER,EQ,13566,1.1,15504,0.02,2.94
TRIVENI,EQ,371.5,-0.24,8132.06,0.79,2.94
UNIPARTS,EQ,486.95,-1.33,2197.84,0.6,2.93
RPSGVENT,EQ,691.05,-2.22,2286.44,0.42,2.92
BLKASHYAP,EQ,54.64,2.09,1231.8,5.35,2.91
QGOLDHALF,EQ,125.15,-0.41,682.32,2.32,2.9
KAMATHOTEL,EQ,183.2,-4.1,540.07,1.57,2.89
GVPIL,EQ,330.25,-1.23,2220.19,0.87,2.89
VALIANTORG,EQ,270,-0.96,756.53,1.05,2.89
NEOGEN,EQ,1341.2,-1.66,3538.31,0.21,2.89
SALZERELEC,EQ,608,-1.96,1075.11,0.47,2.86
EMIL,EQ,92.6,-2.07,3562.77,3.08,2.85
NESCO,EQ,1141,0.96,8039.48,0.25,2.85
MARINE,EQ,188.3,-1.37,2604.08,1.52,2.84
SPLPETRO,EQ,595.8,-1.32,11203.5,0.48,2.83
EGOLD,EQ,153.3,0.36,1406.49,1.86,2.81
SPIC,EQ,69.98,-1.64,1425.08,4,2.81
SAFARI,EQ,2120,0.66,10386.36,0.13,2.8
BAJAJHCARE,EQ,377.7,2.45,1192.9,0.75,2.79
TAC,SM,618,1.88,1299.42,0.45,2.76
KOLTEPATIL,EQ,362.25,-0.28,3212.44,0.76,2.75
ICRA,EQ,5906,-1.39,5700.02,0.05,2.75
GROWWLIQID,EQ,107.77,0.04,74,2.53,2.72
DSSL,EQ,935,-3.15,1189.82,0.29,2.71
SGBSEP31II,GB,16001.01,-1.42,18679.52,0.02,2.69
MTNL,EQ,31.18,-1.55,859.39,8.58,2.69
MOCAPITAL,EQ,47.24,-1.32,119.04,5.69,2.68
MAXVOLT,ST,312.85,-5,341.13,0.85,2.66
GOODLUCK,EQ,1150,-0.07,3822.43,0.23,2.66
PANACEABIO,EQ,364,-2.15,2229.53,0.73,2.66
INDOCO,EQ,211.1,-4.92,1947.35,1.22,2.65
ARKADE,EQ,123.9,-2.33,2300.37,2.13,2.65
MMFL,EQ,430,-3.85,2076.11,0.61,2.65
GULFOILLUB,EQ,1115.9,-0.04,5512.55,0.24,2.64
DYCL,EQ,297,-1.28,1439.22,0.89,2.64
SOMICONVEY,EQ,97.5,7.52,114.85,2.59,2.62
SAMBHV,EQ,91.94,0.1,2709.21,2.87,2.62
SURAJEST,EQ,226,-1.75,1079.68,1.15,2.61
IOLCP,EQ,75.75,-1.17,2223.47,3.46,2.61
BIRLANU,EQ,1672.6,5.61,1261.29,0.16,2.58
AJMERA,EQ,144.5,-2.63,2843.7,1.78,2.58
GANECOS,EQ,679.5,-1.39,1820.79,0.38,2.57
TEAMLEASE,EQ,1420,-1.72,2381.18,0.18,2.57
MOL,EQ,53.42,-2.62,1358.55,4.77,2.55
PDSL,EQ,345,-1.22,4877.55,0.75,2.55
SASKEN,EQ,1259,0.49,1906.48,0.2,2.54
RHIM,EQ,432,-1.75,8920.86,0.59,2.54
GARFIBRES,EQ,687,-2.79,6819.56,0.37,2.54
OPTIEMUS,EQ,407.3,-3.19,3599.58,0.62,2.52
SURYAROSNI,EQ,254.55,-0.53,5539.92,0.99,2.52
INDOTECH,EQ,1350,-2.58,1433.7,0.19,2.52
MICEL,EQ,40.12,-1.74,966.94,6.24,2.52
ESAFSFB,EQ,29.2,2.56,1505.56,8.58,2.51
NIFTYETF,EQ,277.5,0.07,4829.07,0.9,2.5
TSFINV,EQ,445,-0.54,9883.62,0.56,2.49
SIYSIL,EQ,560,-1.2,2540.72,0.44,2.48
MIRCELECTR,EQ,32.5,-4.97,1200.53,7.5,2.48
DENTA,EQ,261.65,-1.11,698.61,0.95,2.48
MOM100,EQ,63.97,-0.12,759.83,3.88,2.47
GENCON,EQ,53.59,3.9,305.39,4.64,2.47
CENTUM,EQ,2310.2,-0.62,3404.35,0.11,2.46
SHRIRAMPPS,EQ,76.7,-0.67,1308.92,3.23,2.45
PARACABLES,EQ,38.2,-2.35,1165.9,6.38,2.45
PSUBANK,EQ,887,-0.58,2338.35,0.28,2.44
LXCHEM,EQ,143.01,-1.94,3963.49,1.69,2.42
SUYOG,EQ,568.7,5.5,666.35,0.44,2.41
INOXINDIA,EQ,1121.1,-1.15,10175.5,0.22,2.4
PROSTARM,EQ,158.7,-2.29,934.34,1.5,2.39
ASKAUTOLTD,EQ,453.45,-1.71,8939.43,0.53,2.39
SANGHIIND,EQ,61.65,-2.2,1592.58,3.85,2.39
JGCHEM,EQ,332.9,3.08,1304.5,0.73,2.38
AONELIQUID,EQ,1046.13,0.04,102.87,0.23,2.38
SAHASRA,SM,287.55,-1.1,718.67,0.81,2.37
NIITLTD,EQ,77,-1.76,1050.15,3.09,2.36
JINDRILL,EQ,475,-2.6,1376.6,0.5,2.36
SGBMAR31IV,GB,15799,-1.98,5579.55,0.01,2.36
RESPONIND,EQ,188.2,-0.48,5017.57,1.24,2.35
RIIL,EQ,722.4,-1.28,1090.82,0.33,2.35
SUBROS,EQ,791.35,-1.8,5162.43,0.3,2.35
BHARATWIRE,EQ,170.57,0.25,1169.85,1.38,2.34
EIMCOELECO,EQ,1655,-0.47,954.67,0.14,2.34
KOPRAN,EQ,140.8,0.46,679.89,1.65,2.3
WEWORK,EQ,580.05,0.62,7774.02,0.4,2.29
20MICRONS,EQ,172.16,2.27,607.49,1.34,2.28
HEMIPROP,EQ,131,-1.06,3733.5,1.73,2.28
ALLDIGI,EQ,899,1.25,1369.93,0.26,2.27
BMWVENTLTD,EQ,59.97,0.82,520.03,3.8,2.27
SGBMAY29I,GB,15293,-2.19,8134.31,0.01,2.27
AGARWALEYE,EQ,450,-1.41,14256.34,0.5,2.26
HINDOILEXP,EQ,155.58,0.34,2057.44,1.47,2.26
BAJAJELEC,EQ,413.6,-0.27,4772.47,0.55,2.26
HINDWAREAP,EQ,252,2.23,2107.89,0.91,2.26
TECHLABS,SM,201.7,-4.99,348.56,1.11,2.25
ROLEXRINGS,EQ,125.7,-0.06,3423.23,1.8,2.25
STYL,EQ,260,0.24,4206.95,0.87,2.25
EIHAHOTELS,EQ,355,1.92,2163.24,0.63,2.25
ROTO,EQ,59.75,2.65,1125.96,3.83,2.24
CLEDUCATE,EQ,59.08,-20,320.36,3.58,2.23
VASCONEQ,EQ,42.71,-2.6,976.64,5.2,2.23
MAHESHWARI,EQ,46.5,-11.93,137.63,4.36,2.23
SGBJUN31I,GB,15900,-1.08,12353.17,0.01,2.23
NACLIND,EQ,136,-3.27,3182.58,1.58,2.22
SALASAR,EQ,8.35,-1.07,1459.54,26.93,2.22
HATHWAY,EQ,11.19,0.45,1980.75,19.8,2.21
BANARISUG,EQ,3600,0,4514.29,0.06,2.21
PVP,EQ,29.5,-2.41,768.19,7.38,2.21
MAHLIFE,EQ,369.5,-1.44,7881.96,0.59,2.19
MANINFRA,EQ,115.47,-1.01,4661.14,1.88,2.17
WONDERLA,EQ,500.15,-2.92,3172.09,0.43,2.17
BHARATRAS,EQ,1849.9,-1.31,3074.73,0.12,2.15
WENDT,EQ,6953.5,-0.25,1390.7,0.03,2.14
709GS2074,GS,97,-0.26,153260,2.21,2.14
CARRARO,EQ,546.4,1.16,3106.37,0.39,2.14
VGUARD,EQ,336.2,-0.72,14669.91,0.64,2.13
SHALBY,EQ,172.4,0.54,1862.09,1.23,2.12
SARLAPOLY,EQ,77.85,-3.64,650.07,2.7,2.12
MAANALU,BE,152.98,1.78,827.39,1.4,2.11
GODREJIND,EQ,997.35,-0.08,33591.23,0.21,2.11
CUBEINVIT,IV,140,0,18816.98,1.5,2.1
MANAKALUCO,BE,31.69,-4.98,207.68,6.6,2.1
SUPRAJIT,EQ,461.9,-1.04,6335.94,0.45,2.09
SYMPHONY,EQ,926.8,-1.17,6364.47,0.22,2.09
ADVENZYMES,EQ,291.7,0.17,3264.9,0.72,2.07
FILATEX,EQ,48.46,-1.08,2151.91,4.29,2.07
FINEORG,EQ,4401.6,-1.79,13495.3,0.05,2.07
MUFTI,EQ,102.5,4.35,670.04,2.05,2.06
VENUSREM,BE,730,-3.76,975.79,0.28,2.06
KELLTONTEC,EQ,15.64,-1.88,825.49,13.04,2.04
TIRUMALCHM,EQ,194,-1.25,2301.93,1.05,2.03
UNIONGOLD,EQ,150,1.35,249.88,1.38,2.03
LAXMIINDIA,EQ,91.5,-4.35,478.25,2.21,2.03
MOS,SM,19.95,-2.44,513.59,10.12,2.02
ARVSMART,EQ,595,1.94,2729.09,0.34,2.01
DHAMPURSUG,EQ,117.6,-2.29,756.24,1.7,2.01
MUNISH,SM,75,-0.53,180.53,2.76,2.01
SANDHAR,EQ,530.25,-2.09,3191.61,0.38,2.01
DCMSHRIRAM,EQ,1162,0.55,18120.49,0.17,2.01
VINATIORGA,EQ,1522.4,-0.57,15782.06,0.13,1.99
BALMLAWRIE,EQ,180.05,0.04,3078.92,1.11,1.99
GROWWRAIL,EQ,33.34,-0.45,147.98,5.99,1.99
EXCELINDUS,EQ,1012.3,2.69,1272.53,0.2,1.98
SKFINDUS,EQ,2500,0.08,12359.49,0.08,1.98
CHEMPLASTS,EQ,261,-0.1,4126.66,0.77,1.98
CIEINDIA,EQ,427.85,-0.52,16231.02,0.46,1.97
RAMKY,EQ,456,-2.12,3155.42,0.43,1.97
BLUSPRING,EQ,55.8,-5.12,831.14,3.49,1.96
PSB,EQ,27.1,-0.55,19229.04,7.2,1.95
SPANDANA,EQ,248.45,-0.68,1771.58,0.78,1.94
LUXIND,EQ,978,-2.08,2941.01,0.2,1.93
SILGO,EQ,74.35,-0.44,182.93,2.54,1.92
KRMAYURVED,ST,176.6,1.55,375.47,1.09,1.92
BBTC,EQ,1775,0.1,12384.51,0.11,1.92
STOVEKRAFT,EQ,507,-3,1678.54,0.37,1.91
TRACXN,EQ,31.45,-8.58,335.51,6.01,1.9
SGBJAN29IX,GB,15300,-2.8,4390.93,0.01,1.89
GREENPOWER,EQ,10.22,-1.06,1198.84,18.5,1.89
IRIS,EQ,250,-4.67,514.21,0.76,1.88
GRINFRA,EQ,982,-0.69,9501.88,0.19,1.88
MOM30IETF,EQ,31.29,0.22,542.39,5.99,1.86
KSB,EQ,711,1.15,12374.19,0.26,1.86
